,Unnamed: 0,T,Y,PARTYID7,IDEO,RELIG,ATTEND,SURV_MODE,SURV_LANG,GENDER,AGE,RACETHNICITY,EDUC5,MARITAL,EMPLOY,INCOME,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,Y1hat_responses,Y0hat_responses,Y1hat,Y0hat
86,86,1.0,3.0,2.0,5.0,11.0,1.0,2.0,1.0,1.0,30.0,1.0,3.0,6.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,2.0,"[2, 2, 2, 2, 1, 2, 2, 2, 1, 2]","[1, 1, 2, 2, 1, 1, 1, 2, 2, 1]",1.8,1.4
87,87,1.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,36.0,2.0,4.0,1.0,1.0,13.0,5.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 2, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 3, 2, 3, 3, 2, 2, 3, 2]",2.9,2.5
88,88,0.0,1.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,73.0,1.0,4.0,1.0,5.0,13.0,8.0,1.0,1.0,1.0,1.0,2.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
89,89,0.0,2.0,3.0,3.0,11.0,1.0,2.0,1.0,2.0,63.0,2.0,3.0,5.0,6.0,10.0,9.0,1.0,1.0,1.0,2.0,4.0,"[3, 2, 3, 3, 3, 3, 3, 3, 3, 3]","[4, 3, 3, 3, 2, 2, 2, 2, 3, 2]",2.9,2.6
90,90,0.0,1.0,5.0,3.0,3.0,6.0,2.0,1.0,2.0,44.0,1.0,3.0,1.0,1.0,14.0,8.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
91,91,1.0,3.0,2.0,3.0,12.0,5.0,2.0,1.0,1.0,36.0,6.0,5.0,1.0,1.0,13.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 2, 3, 3, 3, 3]","[3, 3, 3, 2, 3, 2, 2, 2, 2, 2]",2.9,2.4
92,92,0.0,5.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,39.0,1.0,5.0,1.0,2.0,3.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3]","[4, 3, 2, 3, 2, 2, 3, 2, 3, 3]",3.0,2.7
93,93,0.0,3.0,7.0,3.0,12.0,4.0,2.0,1.0,2.0,56.0,1.0,2.0,4.0,1.0,11.0,6.0,1.0,1.0,3.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 1, 2, 1, 2]",2.0,1.8
94,94,1.0,1.0,7.0,5.0,1.0,7.0,2.0,1.0,2.0,79.0,1.0,3.0,1.0,5.0,13.0,5.0,1.0,1.0,1.0,1.0,3.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
95,95,1.0,1.0,4.0,4.0,6.0,8.0,2.0,1.0,1.0,34.0,3.0,5.0,1.0,1.0,5.0,7.0,1.0,1.0,1.0,3.0,4.0,"[2, 2, 2, 1, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",1.8888888888888888,2.0
96,96,1.0,3.0,3.0,3.0,1.0,8.0,2.0,1.0,2.0,34.0,1.0,4.0,1.0,1.0,12.0,5.0,0.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 3, 3, 3, 3, 3, 3]","[2, 2, 2, 3, 2, 2, 2, 2]",2.6,2.125
97,97,0.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,67.0,1.0,4.0,1.0,5.0,13.0,4.0,1.0,1.0,1.0,1.0,4.0,"[3, 2, 2, 3, 2, 3, 3, 3, 3]","[2, 2, 2, 3, 2, 2, 2, 3, 2, 2]",2.6666666666666665,2.2
98,98,1.0,1.0,5.0,3.0,10.0,2.0,2.0,1.0,2.0,40.0,1.0,4.0,5.0,4.0,4.0,7.0,1.0,1.0,3.0,1.0,2.0,"[2, 2, 2, 2, 2, 3, 2, 3, 2, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.3,2.0
99,99,1.0,5.0,1.0,1.0,11.0,1.0,2.0,1.0,1.0,72.0,1.0,3.0,1.0,5.0,11.0,9.0,1.0,1.0,1.0,1.0,4.0,"[4, 4, 4, 4, 4, 5, 4, 4, 5, 4]","[5, 5, 5, 2, 4, 4, 5, 5, 4, 5]",4.2,4.4
100,100,0.0,1.0,1.0,3.0,11.0,1.0,2.0,1.0,2.0,29.0,1.0,2.0,5.0,7.0,11.0,4.0,1.0,1.0,2.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 3, 2, 4, 4, 3, 2, 4]",3.0,3.0
101,101,1.0,3.0,1.0,3.0,2.0,7.0,2.0,1.0,2.0,68.0,1.0,3.0,1.0,5.0,11.0,4.0,0.0,1.0,1.0,1.0,4.0,"[3, 2, 3, 3, 2, 2, 2, 3]","[2, 2, 2, 2, 4, 2, 2, 2, 2, 2]",2.5,2.2
102,102,1.0,1.0,6.0,3.0,10.0,1.0,2.0,1.0,1.0,52.0,1.0,3.0,1.0,7.0,9.0,5.0,1.0,1.0,1.0,1.0,4.0,"[2, 3, 3, 2, 2, 3, 3, 2, 2, 3]","[2, 2, 2, 2, 2, 2, 3, 2, 3]",2.5,2.2222222222222223
103,103,1.0,4.0,4.0,3.0,11.0,4.0,2.0,1.0,1.0,27.0,1.0,3.0,1.0,1.0,7.0,5.0,1.0,1.0,2.0,3.0,4.0,"[3, 2, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 2, 3, 2, 3, 3, 2]",2.888888888888889,2.5
104,104,0.0,1.0,5.0,3.0,10.0,3.0,2.0,1.0,1.0,48.0,1.0,4.0,1.0,2.0,18.0,9.0,1.0,1.0,1.0,1.0,2.0,"[2, 3, 3, 2, 3, 2, 2, 2, 2, 2]","[2, 2, 2, 3, 2, 2, 2, 2]",2.3,2.125
105,105,1.0,5.0,1.0,1.0,12.0,4.0,2.0,1.0,2.0,34.0,2.0,4.0,4.0,4.0,11.0,6.0,1.0,1.0,1.0,1.0,4.0,"[4, 4, 4, 2, 4, 2, 4, 4, 4]","[4, 4, 2, 2, 2, 4, 4, 5, 4]",3.5555555555555554,3.4444444444444446
106,106,0.0,1.0,7.0,-1.0,12.0,9.0,2.0,1.0,2.0,68.0,1.0,3.0,1.0,5.0,11.0,5.0,0.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
107,107,1.0,5.0,7.0,4.0,1.0,7.0,2.0,1.0,1.0,65.0,1.0,2.0,1.0,1.0,11.0,4.0,0.0,1.0,2.0,1.0,3.0,"[1, 1, 1, 1, 2, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",1.1111111111111112,1.0
108,108,0.0,1.0,3.0,3.0,9.0,1.0,2.0,1.0,2.0,64.0,1.0,4.0,3.0,1.0,12.0,8.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 4, 3, 3, 4, 3, 3, 3, 3]","[2, 3, 4, 3, 4, 3, 2, 3, 3, 3]",3.2,3.0
109,109,0.0,5.0,1.0,2.0,12.0,1.0,2.0,1.0,1.0,45.0,2.0,3.0,5.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0,"[3, 3, 3, 3, 3, 3, 3, 3, 2]","[3, 2, 4, 4, 2, 3, 2, 4, 2]",2.888888888888889,2.888888888888889
110,110,1.0,4.0,4.0,4.0,11.0,1.0,2.0,1.0,1.0,61.0,1.0,3.0,1.0,5.0,16.0,5.0,1.0,1.0,1.0,1.0,3.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 1, 1, 2]",2.0,1.625
111,111,0.0,3.0,4.0,3.0,1.0,9.0,2.0,1.0,2.0,53.0,2.0,3.0,5.0,1.0,5.0,7.0,1.0,1.0,2.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 3, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.111111111111111,2.0
112,112,1.0,2.0,4.0,3.0,11.0,1.0,2.0,1.0,1.0,55.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,0.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 2, 2, 3, 3, 2, 2, 3, 2]",3.0,2.4
113,113,0.0,2.0,6.0,4.0,2.0,4.0,2.0,1.0,2.0,32.0,1.0,3.0,1.0,1.0,10.0,3.0,0.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
114,114,1.0,1.0,2.0,3.0,6.0,9.0,2.0,1.0,1.0,34.0,3.0,3.0,5.0,3.0,15.0,9.0,1.0,1.0,2.0,2.0,5.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 2, 2, 2, 3, 2, 2, 3, 3]",3.0,2.5
115,115,0.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,33.0,1.0,4.0,1.0,7.0,14.0,2.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 2, 3, 2]","[3, 2, 2, 2, 3, 2, 2, 3, 2]",2.8,2.3333333333333335
116,116,1.0,1.0,7.0,4.0,2.0,1.0,2.0,1.0,1.0,56.0,1.0,3.0,1.0,1.0,14.0,3.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 2, 2, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.2,1.0
117,117,0.0,1.0,7.0,5.0,1.0,9.0,2.0,1.0,2.0,61.0,1.0,4.0,1.0,5.0,17.0,9.0,1.0,1.0,1.0,1.0,2.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
118,118,1.0,5.0,1.0,3.0,1.0,7.0,2.0,1.0,2.0,73.0,1.0,5.0,1.0,5.0,14.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 2, 4, 2, 2, 3, 2, 2, 3, 3]","[4, 2, 3, 2, 2, 2, 2, 2, 2, 3]",2.6,2.4
119,119,1.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,2.0,74.0,1.0,2.0,4.0,5.0,15.0,5.0,1.0,1.0,2.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
120,120,1.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,30.0,1.0,4.0,3.0,1.0,11.0,4.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 2, 3]","[2, 3, 3, 2, 3, 2, 3, 3, 3, 3]",2.888888888888889,2.7
121,121,1.0,1.0,7.0,4.0,2.0,8.0,2.0,1.0,1.0,34.0,1.0,4.0,1.0,2.0,8.0,4.0,0.0,1.0,1.0,1.0,2.0,"[1, 1, 1, 2, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 2, 1, 1]",1.125,1.1111111111111112
122,122,0.0,1.0,7.0,4.0,2.0,2.0,2.0,1.0,2.0,67.0,1.0,4.0,1.0,6.0,13.0,9.0,1.0,1.0,1.0,1.0,3.0,"[1, 1, 2, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",1.125,1.0
123,123,1.0,2.0,3.0,4.0,12.0,8.0,2.0,1.0,2.0,61.0,2.0,3.0,5.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 1, 2, 2, 2, 2, 2, 2]",2.0,1.8888888888888888
124,124,0.0,2.0,2.0,3.0,12.0,4.0,2.0,1.0,2.0,50.0,2.0,4.0,1.0,2.0,13.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 2, 3, 3, 3, 2, 3, 3, 3]","[3, 2, 2, 2, 3, 2, 2, 3, 3]",2.8,2.4444444444444446
125,125,1.0,2.0,2.0,3.0,1.0,6.0,2.0,1.0,2.0,28.0,2.0,4.0,5.0,7.0,2.0,7.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3]","[2, 2, 2, 3, 4, 2, 2, 2, 2, 2]",3.0,2.3
126,126,0.0,1.0,7.0,4.0,1.0,7.0,2.0,1.0,1.0,80.0,1.0,4.0,1.0,5.0,11.0,2.0,1.0,1.0,1.0,1.0,3.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
127,127,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,78.0,1.0,3.0,1.0,5.0,11.0,9.0,1.0,1.0,1.0,2.0,4.0,"[4, 5, 4, 4, 4, 5, 5, 5, 2, 5]","[4, 4, 4, 2, 2, 4, 4, 4, 4, 4]",4.3,3.6
128,128,1.0,1.0,3.0,5.0,1.0,8.0,2.0,1.0,1.0,28.0,1.0,2.0,6.0,6.0,4.0,8.0,1.0,1.0,2.0,3.0,1.0,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.1,1.0
129,129,1.0,3.0,4.0,4.0,12.0,3.0,2.0,1.0,1.0,77.0,1.0,2.0,1.0,5.0,13.0,3.0,1.0,1.0,1.0,1.0,3.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 1, 2, 2, 2, 2, 1, 2, 1]",2.0,1.6666666666666667
130,130,0.0,2.0,1.0,3.0,9.0,1.0,2.0,1.0,1.0,58.0,1.0,4.0,5.0,1.0,10.0,7.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 4, 3, 4, 3, 3, 3, 3, 3]","[4, 3, 2, 3, 4, 3, 3, 3, 3]",3.2,3.111111111111111
131,131,0.0,1.0,4.0,4.0,11.0,1.0,2.0,1.0,2.0,41.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
132,132,0.0,1.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,71.0,1.0,3.0,3.0,5.0,10.0,5.0,1.0,1.0,1.0,4.0,2.0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
133,133,0.0,5.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,45.0,1.0,5.0,1.0,1.0,17.0,6.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3]","[2, 2, 2, 2, 3, 3, 3, 2, 2]",3.0,2.3333333333333335
134,134,0.0,1.0,7.0,5.0,1.0,9.0,2.0,1.0,1.0,46.0,4.0,3.0,1.0,1.0,12.0,8.0,1.0,1.0,1.0,2.0,4.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]",1.0,1.0
135,135,0.0,5.0,6.0,3.0,11.0,1.0,2.0,1.0,1.0,33.0,4.0,3.0,5.0,1.0,4.0,9.0,1.0,0.0,2.0,1.0,4.0,"[2, 2, 3, 2, 3, 3, 2, 3, 3, 2]","[2, 3, 3, 2, 2, 2, 2, 2, 2]",2.5,2.2222222222222223
136,136,1.0,3.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,35.0,1.0,3.0,6.0,1.0,4.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 4, 4, 3, 3, 4, 3, 3]","[3, 3, 4, 4, 3, 3, 2, 3, 4]",3.3333333333333335,3.2222222222222223
137,137,1.0,3.0,4.0,-1.0,14.0,1.0,2.0,1.0,1.0,30.0,2.0,3.0,5.0,1.0,8.0,3.0,1.0,1.0,1.0,1.0,4.0,"[3, 2, 2, 3, 4, 3, 3, 3, 3, 3]","[3, 2, 2, 2, 2, 3, 3, 2, 3, 2]",2.9,2.4
138,138,0.0,1.0,4.0,4.0,12.0,7.0,2.0,1.0,1.0,43.0,1.0,5.0,1.0,1.0,9.0,7.0,1.0,1.0,1.0,1.0,3.0,"[1, 2, 2, 3, 2, 2, 1, 2, 2, 1]","[2, 2, 2, 2, 1, 1, 1, 2, 1, 1]",1.8,1.5
139,139,0.0,1.0,5.0,5.0,2.0,8.0,2.0,1.0,1.0,80.0,1.0,3.0,1.0,5.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]",1.0,1.0
140,140,0.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,60.0,1.0,3.0,1.0,1.0,14.0,2.0,1.0,1.0,1.0,1.0,2.0,"[3, 3, 3, 2, 3, 3, 3, 3, 2, 3]","[2, 2, 2, 3, 2, 2, 2, 2, 4, 3]",2.8,2.4
141,141,0.0,4.0,5.0,3.0,12.0,4.0,2.0,1.0,2.0,52.0,1.0,4.0,4.0,1.0,10.0,2.0,1.0,1.0,1.0,2.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 3, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.1,2.0
142,142,1.0,2.0,5.0,4.0,2.0,4.0,2.0,1.0,1.0,31.0,4.0,2.0,5.0,4.0,4.0,9.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 1, 1, 2, 2, 2, 2, 2, 2]",2.0,1.8
143,143,1.0,5.0,7.0,4.0,2.0,8.0,2.0,1.0,1.0,57.0,1.0,4.0,1.0,1.0,15.0,4.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 2, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.1111111111111112,1.0
144,144,1.0,1.0,7.0,4.0,11.0,1.0,2.0,1.0,1.0,34.0,1.0,4.0,1.0,1.0,8.0,6.0,1.0,1.0,2.0,1.0,4.0,"[1, 1, 2, 1, 2, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.25,1.0
145,145,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,89.0,1.0,2.0,3.0,5.0,9.0,4.0,0.0,1.0,1.0,1.0,2.0,"[3, 3, 3, 3, 2, 3, 3, 3, 3, 3]","[3, 2, 2, 4, 2, 2, 2, 4]",2.9,2.625
146,146,0.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,28.0,2.0,3.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,"[5, 4, 4, 4, 4, 4, 4, 4, 2]","[4, 2, 2, 4, 4, 4, 4, 2, 4, 4]",3.888888888888889,3.4
147,147,1.0,3.0,4.0,2.0,11.0,1.0,2.0,1.0,1.0,30.0,2.0,4.0,5.0,2.0,7.0,7.0,1.0,1.0,2.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 2, 2, 3]","[2, 2, 2, 2, 2, 3, 3]",2.8,2.2857142857142856
148,148,1.0,4.0,4.0,3.0,10.0,2.0,2.0,1.0,1.0,53.0,1.0,4.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,2.0,"[3, 3, 3, 3, 3, 2, 2, 3, 3, 3]","[3, 3, 2, 2, 2, 3, 3, 3, 3, 2]",2.8,2.6
149,149,1.0,3.0,6.0,4.0,2.0,5.0,2.0,1.0,1.0,77.0,1.0,3.0,1.0,5.0,9.0,8.0,1.0,1.0,1.0,1.0,3.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 1, 2, 1, 1, 1, 2, 2]",2.0,1.6
150,150,0.0,1.0,2.0,3.0,10.0,1.0,2.0,1.0,1.0,43.0,4.0,3.0,1.0,4.0,14.0,9.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 3, 4, 3, 2, 3, 2, 3]",3.0,2.7777777777777777
151,151,0.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,34.0,1.0,3.0,1.0,1.0,11.0,3.0,0.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 2, 3, 3, 3]","[3, 4, 2, 3, 3, 3, 2, 2, 3, 3]",2.9,2.8
152,152,1.0,2.0,7.0,4.0,2.0,7.0,2.0,1.0,2.0,41.0,4.0,4.0,6.0,3.0,8.0,2.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 2, 1, 1]","[1, 1, 2, 1, 1, 1, 1, 1, 1]",1.1428571428571428,1.1111111111111112
153,153,0.0,2.0,5.0,3.0,1.0,6.0,2.0,1.0,2.0,78.0,1.0,3.0,2.0,5.0,7.0,9.0,1.0,1.0,1.0,1.0,2.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
154,154,0.0,3.0,1.0,2.0,1.0,8.0,2.0,1.0,2.0,76.0,4.0,5.0,1.0,5.0,9.0,2.0,1.0,1.0,1.0,2.0,3.0,"[3, 2, 2, 3, 4, 2, 2, 3]","[4, 2, 2, 2, 2, 2, 2, 2, 4]",2.625,2.4444444444444446
155,155,1.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0,57.0,4.0,3.0,1.0,1.0,12.0,4.0,1.0,0.0,1.0,1.0,4.0,"[2, 2, 3, 2, 2, 2, 2, 2, 3, 2]","[3, 2, 2, 2, 2, 3, 2, 2, 2]",2.2,2.2222222222222223
156,156,1.0,1.0,7.0,3.0,1.0,2.0,2.0,1.0,1.0,41.0,1.0,3.0,3.0,1.0,6.0,2.0,0.0,1.0,2.0,3.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 1, 1, 2, 2, 2, 2, 2, 2]",2.0,1.8
157,157,1.0,2.0,2.0,3.0,12.0,2.0,2.0,1.0,2.0,37.0,4.0,3.0,5.0,1.0,11.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 2, 2, 3, 3, 3, 3, 3]","[3, 2, 2, 3, 2, 3, 2, 2, 2]",2.8,2.3333333333333335
158,158,1.0,5.0,3.0,3.0,10.0,3.0,2.0,1.0,2.0,69.0,1.0,5.0,1.0,5.0,16.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 2, 3, 3, 3, 2, 3, 3, 3]","[2, 4, 2, 3, 3, 2, 2, 3, 2, 2]",2.8,2.5
159,159,1.0,2.0,6.0,2.0,12.0,4.0,2.0,1.0,2.0,54.0,1.0,3.0,3.0,1.0,8.0,8.0,1.0,1.0,2.0,1.0,4.0,"[3, 3, 2, 2, 2, 2, 2, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 3]",2.375,2.111111111111111
160,160,1.0,1.0,7.0,4.0,2.0,4.0,2.0,1.0,1.0,74.0,1.0,4.0,1.0,5.0,13.0,5.0,1.0,1.0,1.0,1.0,3.0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
161,161,0.0,1.0,4.0,3.0,2.0,7.0,2.0,1.0,1.0,47.0,4.0,4.0,1.0,1.0,14.0,5.0,1.0,1.0,1.0,1.0,2.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
162,162,1.0,3.0,3.0,3.0,1.0,6.0,2.0,1.0,2.0,72.0,5.0,5.0,2.0,5.0,10.0,5.0,1.0,1.0,1.0,1.0,2.0,"[2, 3, 2, 3, 3, 3, 2, 2, 3, 3]","[3, 2, 2, 2, 2, 2, 2, 2, 4]",2.6,2.3333333333333335
163,163,1.0,4.0,3.0,3.0,14.0,3.0,2.0,1.0,2.0,76.0,1.0,5.0,1.0,5.0,13.0,1.0,1.0,1.0,1.0,1.0,2.0,"[3, 3, 3, 3, 3, 3, 3, 3, 2, 3]","[3, 2, 2, 2, 2, 2, 2, 3, 3, 2]",2.9,2.3
164,164,1.0,3.0,2.0,3.0,12.0,4.0,2.0,1.0,1.0,41.0,2.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,"[3, 2, 3, 3, 3, 2, 2, 3, 3]","[3, 3, 2, 2, 2, 2, 2, 3]",2.6666666666666665,2.375
165,165,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,40.0,4.0,4.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,"[4, 2, 5, 4, 4, 4, 4, 3, 4, 3]","[2, 2, 2, 4, 4, 4, 4, 2, 5]",3.7,3.2222222222222223
166,166,0.0,2.0,1.0,3.0,11.0,2.0,2.0,1.0,2.0,36.0,4.0,4.0,1.0,1.0,17.0,9.0,1.0,1.0,2.0,3.0,2.0,"[3, 3, 3, 3, 4, 3, 4, 4, 4, 3]","[3, 3, 4, 3, 4, 2, 2, 3, 3]",3.4,3.0
167,167,0.0,4.0,1.0,2.0,11.0,1.0,2.0,1.0,2.0,63.0,1.0,3.0,1.0,5.0,3.0,4.0,0.0,1.0,1.0,1.0,2.0,"[4, 3, 4, 4, 3, 2, 4, 4, 3, 3]","[4, 2, 2, 4, 4, 4, 4, 4, 4, 4]",3.4,3.6
168,168,1.0,1.0,4.0,4.0,11.0,1.0,2.0,1.0,1.0,32.0,2.0,1.0,5.0,7.0,6.0,5.0,1.0,0.0,2.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
169,169,1.0,4.0,6.0,5.0,1.0,7.0,2.0,1.0,1.0,78.0,1.0,2.0,1.0,5.0,6.0,3.0,0.0,1.0,1.0,1.0,2.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
170,170,0.0,2.0,7.0,5.0,12.0,8.0,2.0,1.0,2.0,64.0,1.0,2.0,1.0,5.0,12.0,3.0,0.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
171,171,1.0,4.0,5.0,3.0,12.0,2.0,2.0,1.0,2.0,34.0,1.0,3.0,4.0,1.0,11.0,5.0,1.0,1.0,2.0,1.0,4.0,"[3, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.1,2.0
172,172,1.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,51.0,2.0,3.0,1.0,1.0,9.0,3.0,1.0,1.0,2.0,2.0,4.0,"[3, 2, 2, 3, 3, 3, 3, 3, 3]","[4, 2, 2, 2, 3, 3, 2, 2, 3, 3]",2.7777777777777777,2.6
173,173,0.0,2.0,4.0,3.0,12.0,7.0,2.0,1.0,2.0,47.0,4.0,4.0,1.0,1.0,12.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.2222222222222223,2.0
