Unnamed: 0,T,Y,PARTYID7,IDEO,RELIG,ATTEND,SURV_MODE,SURV_LANG,GENDER,AGE,RACETHNICITY,EDUC5,MARITAL,EMPLOY,INCOME,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,Y1hat_responses,Y0hat_responses,Y1hat,Y0hat
87,1.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,36.0,2.0,4.0,1.0,1.0,13.0,5.0,1.0,1.0,2.0,3.0,4.0,"[3, 2, 2, 3, 3, 3, 2, 2, 4, 3]","[3, 2, 2, 3, 2, 4, 3, 2, 2, 3]",2.7,2.6
88,0.0,1.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,73.0,1.0,4.0,1.0,5.0,13.0,8.0,1.0,1.0,1.0,1.0,2.0,"[4, 3, 3, 3, 4, 2, 3, 3, 4, 4]","[2, 2, 4, 5, 4, 4, 5, 2, 4, 4]",3.3,3.6
89,0.0,2.0,3.0,3.0,11.0,1.0,2.0,1.0,2.0,63.0,2.0,3.0,5.0,6.0,10.0,9.0,1.0,1.0,1.0,2.0,4.0,"[3, 3, 2, 2, 4, 4, 3, 2, 2, 3]","[3, 4, 4, 3, 3, 3, 3, 2, 4, 2]",2.8,3.1
90,0.0,1.0,5.0,3.0,3.0,6.0,2.0,1.0,2.0,44.0,1.0,3.0,1.0,1.0,14.0,8.0,1.0,1.0,1.0,1.0,4.0,"[4, 2, 3, 4, 3, 3, 4, 4, 2, 3]","[3, 3, 2, 3, 2, 2, 3, 2, 4, 3]",3.2,2.7
91,1.0,3.0,2.0,3.0,12.0,5.0,2.0,1.0,1.0,36.0,6.0,5.0,1.0,1.0,13.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 4, 3]","[3, 3, 4, 4, 3, 3, 3, 3, 4, 3]",3.1,3.3
92,0.0,5.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,39.0,1.0,5.0,1.0,2.0,3.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 2, 3, 3, 3, 4, 3, 4]","[2, 3, 3, 4, 2, 4, 3, 3, 3, 3]",3.1,3.0
93,0.0,3.0,7.0,3.0,12.0,4.0,2.0,1.0,2.0,56.0,1.0,2.0,4.0,1.0,11.0,6.0,1.0,1.0,3.0,1.0,4.0,"[3, 3, 3, 4, 3, 4, 2, 4, 2, 3]","[3, 4, 4, 2, 3, 3, 1, 3, 2, 2]",3.1,2.7
94,1.0,1.0,7.0,5.0,1.0,7.0,2.0,1.0,2.0,79.0,1.0,3.0,1.0,5.0,13.0,5.0,1.0,1.0,1.0,1.0,3.0,"[4, 4, 4, 2, 4, 4, 4, 4, 4, 4]","[4, 3, 3, 4, 4, 3, 1, 4, 2, 2]",3.8,3.0
95,1.0,1.0,4.0,4.0,6.0,8.0,2.0,1.0,1.0,34.0,3.0,5.0,1.0,1.0,5.0,7.0,1.0,1.0,1.0,3.0,4.0,"[2, 2, 2, 1, 3, 3, 3, 3, 4, 2]","[4, 3, 3, 2, 3, 3, 3, 4, 4, 2]",2.5,3.1
96,1.0,3.0,3.0,3.0,1.0,8.0,2.0,1.0,2.0,34.0,1.0,4.0,1.0,1.0,12.0,5.0,0.0,1.0,1.0,1.0,4.0,"[2, 3, 3, 3, 4, 3, 4, 3, 3, 3]","[3, 3, 3, 3, 3, 4, 4, 2, 3, 3]",3.1,3.1
97,0.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,67.0,1.0,4.0,1.0,5.0,13.0,4.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 4, 2, 3, 3, 2, 2, 3]","[3, 3, 2, 4, 3, 3, 2, 4, 3, 2]",2.8,2.9
98,1.0,1.0,5.0,3.0,10.0,2.0,2.0,1.0,2.0,40.0,1.0,4.0,5.0,4.0,4.0,7.0,1.0,1.0,3.0,1.0,2.0,"[4, 3, 4, 3, 4, 3, 3, 3, 4, 3]","[3, 2, 2, 2, 4, 3, 3, 4, 4, 3]",3.4,3.0
99,1.0,5.0,1.0,1.0,11.0,1.0,2.0,1.0,1.0,72.0,1.0,3.0,1.0,5.0,11.0,9.0,1.0,1.0,1.0,1.0,4.0,"[2, 3, 1, 2, 2, 1, 2, 3, 4, 3]","[4, 1, 3, 3, 2, 3, 5, 1, 5, 2]",2.3,2.9
100,0.0,1.0,1.0,3.0,11.0,1.0,2.0,1.0,2.0,29.0,1.0,2.0,5.0,7.0,11.0,4.0,1.0,1.0,2.0,1.0,4.0,"[4, 3, 3, 4, 4, 4, 3, 4, 2, 4]","[3, 3, 2, 2, 2, 4, 4, 2, 2, 2]",3.5,2.6
101,1.0,3.0,1.0,3.0,2.0,7.0,2.0,1.0,2.0,68.0,1.0,3.0,1.0,5.0,11.0,4.0,0.0,1.0,1.0,1.0,4.0,"[4, 3, 4, 4, 2, 2, 3, 4, 3, 3]","[4, 4, 2, 2, 4, 3, 3, 3, 3, 2]",3.2,3.0
102,1.0,1.0,6.0,3.0,10.0,1.0,2.0,1.0,1.0,52.0,1.0,3.0,1.0,7.0,9.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 2, 4, 2, 3, 3, 3, 3, 2, 4]","[3, 2, 3, 2, 3, 3, 2, 3, 3, 3]",2.9,2.7
103,1.0,4.0,4.0,3.0,11.0,4.0,2.0,1.0,1.0,27.0,1.0,3.0,1.0,1.0,7.0,5.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 4, 3]","[3, 2, 3, 3, 2, 3, 4, 4, 3, 3]",3.1,3.0
104,0.0,1.0,5.0,3.0,10.0,3.0,2.0,1.0,1.0,48.0,1.0,4.0,1.0,2.0,18.0,9.0,1.0,1.0,1.0,1.0,2.0,"[3, 3, 3, 3, 3, 3, 4, 3, 3, 3]","[3, 2, 3, 2, 4, 4, 3, 3, 4, 4]",3.1,3.2
105,1.0,5.0,1.0,1.0,12.0,4.0,2.0,1.0,2.0,34.0,2.0,4.0,4.0,4.0,11.0,6.0,1.0,1.0,1.0,1.0,4.0,"[3, 4, 1, 2, 2, 4, 4, 2, 2, 3]","[3, 4, 2, 5, 3, 3, 3, 5, 3, 3]",2.7,3.4
106,0.0,1.0,7.0,-1.0,12.0,9.0,2.0,1.0,2.0,68.0,1.0,3.0,1.0,5.0,11.0,5.0,0.0,1.0,1.0,1.0,4.0,"[4, 4, 4, 2, 5, 3, 3, 3, 3, 4]","[3, 4, 4, 4, 3, 4, 3, 4, 3, 2]",3.5,3.4
107,1.0,5.0,7.0,4.0,1.0,7.0,2.0,1.0,1.0,65.0,1.0,2.0,1.0,1.0,11.0,4.0,0.0,1.0,2.0,1.0,3.0,"[4, 4, 3, 2, 4, 3, 3, 3, 2, 4]","[3, 3, 3, 4, 2, 4, 3, 2, 4, 3]",3.2,3.1
108,0.0,1.0,3.0,3.0,9.0,1.0,2.0,1.0,2.0,64.0,1.0,4.0,3.0,1.0,12.0,8.0,1.0,1.0,1.0,1.0,4.0,"[2, 3, 3, 3, 3, 3, 2, 3, 3, 2]","[3, 3, 2, 4, 2, 2, 3, 3, 3, 2]",2.7,2.7
109,0.0,5.0,1.0,2.0,12.0,1.0,2.0,1.0,1.0,45.0,2.0,3.0,5.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0,"[2, 4, 2, 3, 4, 2, 4, 3, 3, 2]","[2, 4, 3, 3, 3, 2, 4, 4, 3, 4]",2.9,3.2
110,1.0,4.0,4.0,4.0,11.0,1.0,2.0,1.0,1.0,61.0,1.0,3.0,1.0,5.0,16.0,5.0,1.0,1.0,1.0,1.0,3.0,"[2, 3, 3, 4, 4, 3, 3, 3, 3, 3]","[3, 4, 3, 4, 4, 2, 2, 4, 3, 3]",3.1,3.2
111,0.0,3.0,4.0,3.0,1.0,9.0,2.0,1.0,2.0,53.0,2.0,3.0,5.0,1.0,5.0,7.0,1.0,1.0,2.0,1.0,4.0,"[3, 2, 3, 3, 3, 3, 4, 4, 3, 3]","[3, 3, 2, 4, 3, 3, 4, 4, 4, 2]",3.1,3.2
112,1.0,2.0,4.0,3.0,11.0,1.0,2.0,1.0,1.0,55.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,0.0,2.0,3.0,4.0,"[3, 3, 2, 4, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 2, 2, 4, 2, 2, 3, 4]",3.0,2.8
113,0.0,2.0,6.0,4.0,2.0,4.0,2.0,1.0,2.0,32.0,1.0,3.0,1.0,1.0,10.0,3.0,0.0,1.0,1.0,1.0,4.0,"[4, 3, 3, 3, 3, 4, 3, 2, 3, 3]","[4, 3, 2, 4, 3, 3, 3, 4, 2, 2]",3.1,3.0
114,1.0,1.0,2.0,3.0,6.0,9.0,2.0,1.0,1.0,34.0,3.0,3.0,5.0,3.0,15.0,9.0,1.0,1.0,2.0,2.0,5.0,"[2, 3, 3, 3, 3, 3, 4, 3, 4, 3]","[3, 3, 3, 3, 2, 4, 3, 3, 2, 4]",3.1,3.0
115,0.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,33.0,1.0,4.0,1.0,7.0,14.0,2.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 4, 3]","[2, 3, 3, 2, 3, 3, 4, 4, 2, 4]",3.1,3.0
116,1.0,1.0,7.0,4.0,2.0,1.0,2.0,1.0,1.0,56.0,1.0,3.0,1.0,1.0,14.0,3.0,1.0,1.0,1.0,1.0,4.0,"[3, 4, 3, 4, 3, 3, 4, 4, 3, 3]","[4, 3, 4, 3, 3, 3, 4, 3, 3, 3]",3.4,3.3
117,0.0,1.0,7.0,5.0,1.0,9.0,2.0,1.0,2.0,61.0,1.0,4.0,1.0,5.0,17.0,9.0,1.0,1.0,1.0,1.0,2.0,"[4, 4, 4, 3, 4, 4, 3, 4, 4, 4]","[4, 4, 3, 4, 4, 3, 4, 5, 2, 4]",3.8,3.7
118,1.0,5.0,1.0,3.0,1.0,7.0,2.0,1.0,2.0,73.0,1.0,5.0,1.0,5.0,14.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 4, 2, 3, 3, 3, 2, 3, 3, 4]","[3, 3, 2, 4, 3, 3, 3, 4, 3, 3]",3.0,3.1
119,1.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,2.0,74.0,1.0,2.0,4.0,5.0,15.0,5.0,1.0,1.0,2.0,1.0,4.0,"[3, 4, 4, 4, 4, 4, 4, 4, 4, 3]","[2, 2, 4, 2, 2, 4, 3, 2, 4, 3]",3.8,2.8
120,1.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,30.0,1.0,4.0,3.0,1.0,11.0,4.0,1.0,1.0,2.0,3.0,4.0,"[3, 2, 2, 2, 3, 3, 3, 4, 3, 2]","[3, 3, 2, 2, 3, 3, 3, 3, 3, 3]",2.7,2.8
121,1.0,1.0,7.0,4.0,2.0,8.0,2.0,1.0,1.0,34.0,1.0,4.0,1.0,2.0,8.0,4.0,0.0,1.0,1.0,1.0,2.0,"[4, 3, 4, 4, 3, 4, 4, 3, 4, 3]","[1, 3, 3, 3, 4, 2, 3, 3, 3, 2]",3.6,2.7
122,0.0,1.0,7.0,4.0,2.0,2.0,2.0,1.0,2.0,67.0,1.0,4.0,1.0,6.0,13.0,9.0,1.0,1.0,1.0,1.0,3.0,"[3, 3, 4, 3, 3, 4, 3, 4, 3, 3]","[3, 3, 2, 4, 3, 3, 4, 2, 3, 2]",3.3,2.9
123,1.0,2.0,3.0,4.0,12.0,8.0,2.0,1.0,2.0,61.0,2.0,3.0,5.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,4.0,"[3, 4, 4, 3, 3, 3, 4, 3, 3, 3]","[3, 3, 1, 2, 4, 4, 3, 4, 3, 4]",3.3,3.1
124,0.0,2.0,2.0,3.0,12.0,4.0,2.0,1.0,2.0,50.0,2.0,4.0,1.0,2.0,13.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 2, 4, 2, 3, 3, 3, 3, 4, 4]","[3, 3, 3, 3, 3, 3, 2, 3, 3, 3]",3.1,2.9
125,1.0,2.0,2.0,3.0,1.0,6.0,2.0,1.0,2.0,28.0,2.0,4.0,5.0,7.0,2.0,7.0,1.0,1.0,2.0,3.0,4.0,"[3, 2, 3, 3, 3, 2, 3, 4, 4, 4]","[2, 2, 2, 4, 3, 3, 2, 3, 4, 3]",3.1,2.8
126,0.0,1.0,7.0,4.0,1.0,7.0,2.0,1.0,1.0,80.0,1.0,4.0,1.0,5.0,11.0,2.0,1.0,1.0,1.0,1.0,3.0,"[4, 4, 4, 2, 3, 3, 2, 4, 3, 3]","[4, 4, 4, 4, 3, 4, 3, 4, 2, 4]",3.2,3.6
127,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,78.0,1.0,3.0,1.0,5.0,11.0,9.0,1.0,1.0,1.0,2.0,4.0,"[3, 2, 4, 3, 3, 4, 2, 2, 4, 2]","[3, 2, 4, 3, 4, 2, 1, 4, 1, 4]",2.9,2.8
128,1.0,1.0,3.0,5.0,1.0,8.0,2.0,1.0,1.0,28.0,1.0,2.0,6.0,6.0,4.0,8.0,1.0,1.0,2.0,3.0,1.0,"[3, 4, 3, 4, 4, 3, 2, 4, 4, 4]","[4, 3, 2, 2, 4, 3, 4, 2, 3, 3]",3.5,3.0
129,1.0,3.0,4.0,4.0,12.0,3.0,2.0,1.0,1.0,77.0,1.0,2.0,1.0,5.0,13.0,3.0,1.0,1.0,1.0,1.0,3.0,"[3, 4, 3, 2, 3, 4, 3, 4, 4, 4]","[3, 3, 4, 3, 1, 4, 4, 4, 2, 2]",3.4,3.0
130,0.0,2.0,1.0,3.0,9.0,1.0,2.0,1.0,1.0,58.0,1.0,4.0,5.0,1.0,10.0,7.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 4, 4, 2, 3, 4, 4, 3]","[3, 3, 4, 2, 3, 3, 3, 2, 2, 3]",3.3,2.8
131,0.0,1.0,4.0,4.0,11.0,1.0,2.0,1.0,2.0,41.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,"[3, 2, 3, 3, 3, 4, 3, 3, 4, 2]","[3, 3, 3, 4, 3, 3, 3, 3, 3, 4]",3.0,3.2
132,0.0,1.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,71.0,1.0,3.0,3.0,5.0,10.0,5.0,1.0,1.0,1.0,4.0,2.0,"[4, 4, 4, 3, 4, 4, 4, 4, 4, 4]","[4, 4, 3, 4, 4, 4, 2, 4, 3, 5]",3.9,3.7
133,0.0,5.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,45.0,1.0,5.0,1.0,1.0,17.0,6.0,1.0,1.0,1.0,1.0,4.0,"[2, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[2, 3, 3, 2, 2, 2, 4, 3, 3, 4]",2.9,2.8
134,0.0,1.0,7.0,5.0,1.0,9.0,2.0,1.0,1.0,46.0,4.0,3.0,1.0,1.0,12.0,8.0,1.0,1.0,1.0,2.0,4.0,"[4, 4, 3, 2, 4, 4, 4, 3, 4, 4]","[3, 4, 3, 4, 4, 5, 4, 3, 2, 4]",3.6,3.6
135,0.0,5.0,6.0,3.0,11.0,1.0,2.0,1.0,1.0,33.0,4.0,3.0,5.0,1.0,4.0,9.0,1.0,0.0,2.0,1.0,4.0,"[2, 3, 2, 2, 3, 3, 2, 3, 2, 4]","[3, 4, 2, 3, 2, 2, 4, 3, 4, 3]",2.6,3.0
136,1.0,3.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,35.0,1.0,3.0,6.0,1.0,4.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 2, 3, 2, 2, 4, 3, 4, 4]","[4, 4, 3, 4, 4, 4, 2, 3, 3, 4]",3.0,3.5
137,1.0,3.0,4.0,-1.0,14.0,1.0,2.0,1.0,1.0,30.0,2.0,3.0,5.0,1.0,8.0,3.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 2, 3, 3, 3, 3, 2, 4, 3]","[3, 3, 4, 4, 4, 2, 3, 3, 4, 4]",2.9,3.4
138,0.0,1.0,4.0,4.0,12.0,7.0,2.0,1.0,1.0,43.0,1.0,5.0,1.0,1.0,9.0,7.0,1.0,1.0,1.0,1.0,3.0,"[3, 3, 2, 4, 2, 3, 3, 4, 4, 4]","[3, 3, 3, 3, 4, 2, 2, 3, 4, 4]",3.2,3.1
139,0.0,1.0,5.0,5.0,2.0,8.0,2.0,1.0,1.0,80.0,1.0,3.0,1.0,5.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,"[4, 4, 3, 4, 4, 4, 3, 3, 4, 4]","[3, 3, 4, 3, 5, 4, 2, 4, 5, 4]",3.7,3.7
140,0.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,60.0,1.0,3.0,1.0,1.0,14.0,2.0,1.0,1.0,1.0,1.0,2.0,"[3, 3, 2, 3, 4, 3, 4, 3, 4, 4]","[2, 3, 2, 3, 2, 3, 3, 3, 3, 2]",3.3,2.6
141,0.0,4.0,5.0,3.0,12.0,4.0,2.0,1.0,2.0,52.0,1.0,4.0,4.0,1.0,10.0,2.0,1.0,1.0,1.0,2.0,4.0,"[3, 3, 3, 4, 3, 3, 2, 4, 3, 3]","[3, 3, 3, 3, 4, 2, 2, 3, 4, 3]",3.1,3.0
142,1.0,2.0,5.0,4.0,2.0,4.0,2.0,1.0,1.0,31.0,4.0,2.0,5.0,4.0,4.0,9.0,1.0,1.0,1.0,1.0,4.0,"[4, 4, 3, 3, 4, 3, 3, 3, 3, 4]","[3, 4, 2, 3, 3, 4, 1, 3, 2, 3]",3.4,2.8
143,1.0,5.0,7.0,4.0,2.0,8.0,2.0,1.0,1.0,57.0,1.0,4.0,1.0,1.0,15.0,4.0,1.0,1.0,1.0,1.0,4.0,"[4, 2, 3, 3, 3, 4, 4, 4, 4, 4]","[3, 4, 3, 3, 4, 3, 3, 4, 4, 3]",3.5,3.4
144,1.0,1.0,7.0,4.0,11.0,1.0,2.0,1.0,1.0,34.0,1.0,4.0,1.0,1.0,8.0,6.0,1.0,1.0,2.0,1.0,4.0,"[4, 4, 4, 3, 3, 4, 4, 3, 3, 2]","[3, 3, 4, 4, 3, 3, 4, 3, 3, 4]",3.4,3.4
145,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,89.0,1.0,2.0,3.0,5.0,9.0,4.0,0.0,1.0,1.0,1.0,2.0,"[3, 2, 4, 4, 3, 3, 3, 3, 2, 1]","[4, 4, 3, 2, 2, 4, 3, 3, 3, 4]",2.8,3.2
146,0.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,28.0,2.0,3.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 2, 4, 4, 2, 2, 1, 4, 3, 3]","[4, 3, 3, 3, 3, 3, 2, 2, 3, 4]",2.8,3.0
147,1.0,3.0,4.0,2.0,11.0,1.0,2.0,1.0,1.0,30.0,2.0,4.0,5.0,2.0,7.0,7.0,1.0,1.0,2.0,1.0,4.0,"[3, 3, 4, 3, 2, 3, 4, 3, 3, 3]","[4, 3, 2, 4, 3, 3, 3, 2, 3, 4]",3.1,3.1
148,1.0,4.0,4.0,3.0,10.0,2.0,2.0,1.0,1.0,53.0,1.0,4.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,2.0,"[3, 3, 2, 4, 3, 3, 3, 3, 3, 4]","[2, 2, 3, 4, 2, 3, 3, 3, 3, 3]",3.1,2.8
149,1.0,3.0,6.0,4.0,2.0,5.0,2.0,1.0,1.0,77.0,1.0,3.0,1.0,5.0,9.0,8.0,1.0,1.0,1.0,1.0,3.0,"[3, 3, 4, 3, 3, 4, 3, 4, 4, 3]","[3, 3, 4, 3, 3, 4, 3, 3, 2, 3]",3.4,3.1
150,0.0,1.0,2.0,3.0,10.0,1.0,2.0,1.0,1.0,43.0,4.0,3.0,1.0,4.0,14.0,9.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 2, 4, 3, 2, 3, 2, 4]","[3, 3, 3, 3, 2, 4, 3, 4, 3, 3]",2.9,3.1
151,0.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,34.0,1.0,3.0,1.0,1.0,11.0,3.0,0.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 2, 2, 3, 3, 3, 4, 3]","[2, 4, 3, 3, 2, 3, 3, 3, 4, 3]",2.9,3.0
152,1.0,2.0,7.0,4.0,2.0,7.0,2.0,1.0,2.0,41.0,4.0,4.0,6.0,3.0,8.0,2.0,1.0,1.0,1.0,1.0,4.0,"[4, 3, 3, 3, 2, 3, 3, 3, 4, 3]","[3, 4, 4, 4, 4, 4, 2, 4, 2, 3]",3.1,3.4
153,0.0,2.0,5.0,3.0,1.0,6.0,2.0,1.0,2.0,78.0,1.0,3.0,2.0,5.0,7.0,9.0,1.0,1.0,1.0,1.0,2.0,"[3, 4, 3, 3, 3, 3, 4, 4, 3, 3]","[4, 3, 4, 4, 3, 3, 2, 3, 2, 3]",3.3,3.1
154,0.0,3.0,1.0,2.0,1.0,8.0,2.0,1.0,2.0,76.0,4.0,5.0,1.0,5.0,9.0,2.0,1.0,1.0,1.0,2.0,3.0,"[2, 2, 3, 2, 2, 3, 3, 3, 2, 4]","[3, 3, 2, 3, 3, 3, 3, 4, 4, 3]",2.6,3.1
155,1.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0,57.0,4.0,3.0,1.0,1.0,12.0,4.0,1.0,0.0,1.0,1.0,4.0,"[2, 3, 2, 3, 4, 3, 3, 3, 3, 2]","[3, 2, 2, 3, 3, 3, 4, 2, 4, 4]",2.8,3.0
156,1.0,1.0,7.0,3.0,1.0,2.0,2.0,1.0,1.0,41.0,1.0,3.0,3.0,1.0,6.0,2.0,0.0,1.0,2.0,3.0,4.0,"[3, 4, 4, 2, 3, 4, 4, 3, 4, 3]","[3, 3, 4, 2, 3, 3, 3, 3, 3, 4]",3.4,3.1
157,1.0,2.0,2.0,3.0,12.0,2.0,2.0,1.0,2.0,37.0,4.0,3.0,5.0,1.0,11.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 4, 3, 2, 2, 4, 3, 3]","[3, 2, 4, 3, 4, 3, 3, 3, 3, 4]",3.0,3.2
158,1.0,5.0,3.0,3.0,10.0,3.0,2.0,1.0,2.0,69.0,1.0,5.0,1.0,5.0,16.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 4, 3, 3, 3, 4, 4, 3, 3]","[3, 2, 3, 4, 2, 3, 2, 4, 3, 2]",3.3,2.8
159,1.0,2.0,6.0,2.0,12.0,4.0,2.0,1.0,2.0,54.0,1.0,3.0,3.0,1.0,8.0,8.0,1.0,1.0,2.0,1.0,4.0,"[3, 3, 2, 2, 3, 3, 3, 3, 3, 2]","[3, 2, 4, 3, 3, 3, 2, 3, 3, 4]",2.7,3.0
160,1.0,1.0,7.0,4.0,2.0,4.0,2.0,1.0,1.0,74.0,1.0,4.0,1.0,5.0,13.0,5.0,1.0,1.0,1.0,1.0,3.0,"[4, 3, 4, 4, 4, 4, 1, 4, 4, 4]","[3, 2, 4, 3, 4, 3, 1, 4, 3, 4]",3.6,3.1
161,0.0,1.0,4.0,3.0,2.0,7.0,2.0,1.0,1.0,47.0,4.0,4.0,1.0,1.0,14.0,5.0,1.0,1.0,1.0,1.0,2.0,"[4, 3, 4, 3, 3, 3, 3, 3, 3, 4]","[4, 3, 4, 4, 4, 3, 4, 2, 3, 3]",3.3,3.4
162,1.0,3.0,3.0,3.0,1.0,6.0,2.0,1.0,2.0,72.0,5.0,5.0,2.0,5.0,10.0,5.0,1.0,1.0,1.0,1.0,2.0,"[2, 2, 2, 3, 3, 3, 3, 3, 4, 4]","[3, 3, 4, 3, 4, 3, 4, 2, 4, 3]",2.9,3.3
163,1.0,4.0,3.0,3.0,14.0,3.0,2.0,1.0,2.0,76.0,1.0,5.0,1.0,5.0,13.0,1.0,1.0,1.0,1.0,1.0,2.0,"[3, 2, 3, 2, 4, 3, 2, 3, 2, 2]","[3, 3, 4, 3, 4, 2, 3, 2, 4, 3]",2.6,3.1
164,1.0,3.0,2.0,3.0,12.0,4.0,2.0,1.0,1.0,41.0,2.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,"[4, 3, 2, 2, 2, 3, 3, 2, 2, 3]","[3, 3, 2, 4, 3, 3, 2, 3, 3, 3]",2.6,2.9
165,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,40.0,4.0,4.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,"[2, 4, 3, 2, 3, 3, 2, 2, 2, 4]","[2, 4, 3, 3, 2, 4, 3, 3, 2, 3]",2.7,2.9
166,0.0,2.0,1.0,3.0,11.0,2.0,2.0,1.0,2.0,36.0,4.0,4.0,1.0,1.0,17.0,9.0,1.0,1.0,2.0,3.0,2.0,"[4, 3, 2, 2, 3, 4, 2, 4, 4, 2]","[4, 3, 3, 4, 3, 4, 4, 2, 3, 2]",3.0,3.2
167,0.0,4.0,1.0,2.0,11.0,1.0,2.0,1.0,2.0,63.0,1.0,3.0,1.0,5.0,3.0,4.0,0.0,1.0,1.0,1.0,2.0,"[3, 3, 4, 4, 3, 3, 4, 2, 4, 3]","[2, 3, 3, 4, 3, 3, 2, 2, 2, 4]",3.3,2.8
168,1.0,1.0,4.0,4.0,11.0,1.0,2.0,1.0,1.0,32.0,2.0,1.0,5.0,7.0,6.0,5.0,1.0,0.0,2.0,1.0,4.0,"[3, 3, 4, 3, 3, 3, 3, 3, 4, 4]","[3, 2, 2, 4, 4, 4, 3, 2, 3, 4]",3.3,3.1
169,1.0,4.0,6.0,5.0,1.0,7.0,2.0,1.0,1.0,78.0,1.0,2.0,1.0,5.0,6.0,3.0,0.0,1.0,1.0,1.0,2.0,"[4, 4, 4, 4, 3, 2, 4, 4, 4, 2]","[4, 4, 2, 4, 2, 3, 2, 3, 3, 4]",3.5,3.1
170,0.0,2.0,7.0,5.0,12.0,8.0,2.0,1.0,2.0,64.0,1.0,2.0,1.0,5.0,12.0,3.0,0.0,1.0,1.0,1.0,4.0,"[4, 1, 2, 3, 4, 2, 4, 2, 4, 4]","[2, 4, 3, 4, 1, 4, 4, 3, 4, 4]",3.0,3.3
171,1.0,4.0,5.0,3.0,12.0,2.0,2.0,1.0,2.0,34.0,1.0,3.0,4.0,1.0,11.0,5.0,1.0,1.0,2.0,1.0,4.0,"[4, 2, 3, 2, 3, 3, 4, 3, 3, 3]","[3, 3, 2, 3, 3, 3, 4, 4, 4, 4]",3.0,3.3
172,1.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,51.0,2.0,3.0,1.0,1.0,9.0,3.0,1.0,1.0,2.0,2.0,4.0,"[2, 2, 3, 3, 4, 4, 3, 4, 3, 3]","[2, 2, 2, 2, 4, 3, 2, 4, 2, 3]",3.1,2.6
173,0.0,2.0,4.0,3.0,12.0,7.0,2.0,1.0,2.0,47.0,4.0,4.0,1.0,1.0,12.0,5.0,1.0,1.0,1.0,1.0,4.0,"[2, 3, 3, 3, 3, 3, 3, 4, 3, 3]","[2, 2, 2, 3, 3, 2, 2, 3, 4, 4]",3.0,2.7
174,1.0,4.0,3.0,1.0,5.0,3.0,2.0,1.0,1.0,27.0,1.0,4.0,5.0,1.0,3.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 2, 3, 3, 3, 3, 4, 4, 2, 4]","[2, 2, 2, 2, 5, 4, 2, 4, 2, 2]",3.1,2.7
